"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"VFC","V.F. Corporation","73.41","31703743193.88","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/vfc",
"EGY","Vaalco Energy Inc","5.04","291014040.24","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egy",
"MTN","Vail Resorts, Inc.","89.88","3264100235.76","n/a","1997","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/mtn",
"VALE/P","VALE S.A.","7.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vale/p",
"VALE","VALE S.A.","8.14","41948471897.64","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/vale",
"VRX","Valeant Pharmaceuticals International, Inc.","146.06","48721555532","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/vrx",
"VLO","Valero Energy Corporation","48.88","25478457408.56","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/vlo",
"VLP","Valero Energy Partners LP","42.23","2431822404.78","n/a","2013","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/vlp",
"VHI","Valhi, Inc.","5.66","1919489661.34","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/vhi",
"VALX","Validea Market Legends ETF","25.19","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/valx",
"VR","Validus Holdings, Ltd.","40.92","3575461561.32","n/a","2007","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/vr",
"VYFC","Valley Financial Corporation","19.7","95030140.5","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/vyfc",
"VLY/WS","Valley National Bancorp","0.28","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vly/ws",
"VLY","Valley National Bancorp","9.67","2238531101.86","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vly",
"VLYWW","Valley National Bancorp","0.051","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vlyww",
"VMI","Valmont Industries, Inc.","123.75","3044973690","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/vmi",
"VAL","Valspar Corporation (The)","87.22","7227050246.64","n/a","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/val",
"VALU","Value Line, Inc.","15.655","153620448.54","n/a","1983","Finance","Investment Managers","http://www.nasdaq.com/symbol/valu",
