"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"BCOM","B Communications Ltd.","18.9001","564905939.4045","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/bcom",
"BGS","B&G Foods, Inc.","30.5","1636742758.5","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bgs",
"BOSC","B.O.S. Better Online Solutions","3.45","4617783.6","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bosc",
"BEAV","B/E Aerospace, Inc.","59.1","6223555227.3","n/a","1990","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/beav",
"BTG","B2Gold Corp","1.58","1449858632.68","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/btg",
"BWC","Babcock & Wilcox Company (The)","29.32","3124153105.96","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bwc",
"MCI","Babson Capital Corporate Investors","15.78","306598709.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mci",
"BGH","Babson Capital Global Short Duration High Yield Fund","20.22","405569706.78","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/bgh",
"MPV","Babson Capital Participation Investors","13.33","136757522.07","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/mpv",
"BONE","Bacterin International Holdings, Inc.","2.53","16888089.02","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bone",
"BMI","Badger Meter, Inc.","56.17","811626336.71","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bmi",
"BIDU","Baidu, Inc.","234.23","82152799588","n/a","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/bidu",
"BHI","Baker Hughes Incorporated","57.15","24723032164.2","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/bhi",
"BCPC","Balchem Corporation","66.43","2042190661.42","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bcpc",
"BBN","BalckRock Build America Bond Trust","21.7418","1241529593.2882","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/bbn",
"BWINA","Baldwin & Lyons, Inc.","24.5799","368088648.1011","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwina",
"BWINB","Baldwin & Lyons, Inc.","25.96","388755906.44","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwinb",
"BLL","Ball Corporation","68.61","9394214989.5","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/bll",
"BTN","Ballantyne Strong, Inc","3.97","57252251.34","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/btn",
"BLDP","Ballard Power Systems, Inc.","1.87","247034696.92","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bldp",
"BALT","Baltic Trading Limited","2.52","145055514.24","n/a","2010","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/balt",
"BGE^B","Baltimore Gas & Electric Company","25.38","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bge^b",
"BANC","Banc of California, Inc.","11.51","329594904.26","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banc",
"BANC^C","Banc of California, Inc.","26.19","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banc^c",
"BOCA","Banc of California, Inc.","25.86","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boca",
"BANF","BancFirst Corporation","62.71","971161299.66","n/a","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/banf",
"BANFP","BancFirst Corporation","28.59","28590000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banfp",
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","9.68","56987793112.8","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bbva",
"BBD","Banco Bradesco Sa","13.11","55001562900","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbd",
