"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"MBTF","M B T Financial Corp","4.85","110078252.95","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbtf",
"MTB/WS","M&T Bank Corporation","51.4501","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb/ws",
"MTB","M&T Bank Corporation","125.11","16528518808.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mtb",
"MTB^","M&T Bank Corporation","1000","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^",
"MTB^C","M&T Bank Corporation","995","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^c",
"MDC","M.D.C. Holdings, Inc.","25.93","1265815449.27","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mdc",
"MTSI","M/A-COM Technology Solutions Holdings, Inc.","31.48","1498580341.92","n/a","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/mtsi",
"MHO","M/I Homes, Inc.","22.23","544060109.97","n/a","1993","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mho",
"MHO^A","M/I Homes, Inc.","26.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mho^a",
"MCBC","Macatawa Bank Corporation","5.28","178484185.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mcbc",
"MAC","Macerich Company (The)","82.31","11582320131.92","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mac",
"CLI","Mack-Cali Realty Corporation","18.51","1647960644.79","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cli",
"MFNC","Mackinac Financial Corporation","11.5","63995372.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfnc",
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","24.71","308091520.03","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/mgu",
"MIC","Macquarie Infrastructure Company LLC","67.27","4777496900.75","n/a","2004","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mic",
"MFD","Macquarie/First Trust Global","16.21","138324549.85","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/mfd",
"BMA","Macro Bank Inc.","42.55","2529865650.1","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bma",
"MCUR","MACROCURE LTD.","7.5","122250000","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/mcur",
"MGNX","MacroGenics, Inc.","34.53","959760072.39","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mgnx",
"M","Macy's Inc","62.59","21611495491.85","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/m",
"MCZ","Mad Catz Interactive Inc","0.45","28844177.85","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mcz",
"MCBK","Madison County Financial, Inc.","22.4","67927596.8","n/a","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/mcbk",
"MCN","Madison Covered Call & Equity Strategy Fund","8.24","0","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/mcn",
