"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"PFIN","P & F Industries, Inc.","7.83","28065617.1","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pfin",
"PTSI","P.A.M. Transportation Services, Inc.","48.62","388604101.6","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ptsi",
"PCAR","PACCAR Inc.","69.24","24518180277.96","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/pcar",
"PHF","Pacholder High Yield Fund, Inc.","7.45","96820028.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/phf",
"PAI","Pacific American Income Shares, Inc.","13.4926","127668640.7898","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pai",
"PACB","Pacific Biosciences of California, Inc.","7.5","535170022.5","n/a","2010","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/pacb",
"PBM","Pacific Booker Minerals Inc","3.99","49330520.61","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pbm",
"ROYT","Pacific Coast Oil Trust","5.8","223782316.4","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royt",
"PCBK","Pacific Continental Corporation (Ore)","13.96","247332307.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pcbk",
"PACD","Pacific Drilling S.A.","5.11","1110914000","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pacd",
"PEIX","Pacific Ethanol, Inc.","10.88","266392502.4","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/peix",
"PCG^A","Pacific Gas & Electric Co.","27.41","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^a",
"PCG^B","Pacific Gas & Electric Co.","25.9799","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^b",
"PCG^C","Pacific Gas & Electric Co.","24.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^c",
"PCG^D","Pacific Gas & Electric Co.","23.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^d",
"PCG^E","Pacific Gas & Electric Co.","23.52","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^e",
"PCG^G","Pacific Gas & Electric Co.","22.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^g",
"PCG^H","Pacific Gas & Electric Co.","21.52","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^h",
"PCG^I","Pacific Gas & Electric Co.","21.96","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^i",
"PCG","Pacific Gas & Electric Co.","53.06","25208170712.62","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/pcg",
"PMBC","Pacific Mercantile Bancorp","7.02","136433917.62","n/a","2000","Finance","Major Banks","http://www.nasdaq.com/symbol/pmbc",
"PPBI","Pacific Premier Bancorp Inc","17","287201672","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ppbi",
"PSUN","Pacific Sunwear of California, Inc.","1.94","134372575.16","n/a","1999","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/psun",
"PCRX","Pacira Pharmaceuticals, Inc.","94.47","3406176216.33","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pcrx",
"PKG","Packaging Corporation of America","79.45","7816565261.4","n/a","2000","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/pkg",
"PACW","PacWest Bancorp","45.2","4656857916","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pacw",
"PTIE","Pain Therapeutics","2.06","94257601.02","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptie",
"PTN","Palatin Technologies, Inc.","0.64","25273703.04","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptn",
"PLL","Pall Corporation","100.14","10668330682.26","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pll",
"PLMT","Palmetto Bancshares, Inc. (SC)","16.83","215315328.69","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/plmt",
"PANW","Palo Alto Networks, Inc.","124.36","10016693347.12","n/a","2012","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/panw",
