"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"FNB","F.N.B. Corporation","13","2256000643","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","27.14","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnb^e",
"FFIV","F5 Networks, Inc.","132.75","9794733340.5","n/a","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ffiv",
"FN","Fabrinet","17.4","614586705","n/a","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fn",
"FB","Facebook, Inc.","79.88","222693293047.8","n/a","2012","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fb",
"FDS","FactSet Research Systems Inc.","142.2","5936485399.2","n/a","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","71.82","2305864052.1","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fico",
"FCS","Fairchild Semiconductor International, Inc.","17.04","2023866905.28","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/fcs",
"FRP","FairPoint Communications, Inc.","14.43","385410711.27","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/frp",
"FWM","Fairway Group Holdings Corp.","2.83","122990260.48","n/a","2013","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/fwm",
"FALC","FalconStor Software, Inc.","1.3","58789699.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/falc",
"FDO","Family Dollar Stores, Inc.","78.96","9029132851.2","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/fdo",
"DAVE","Famous Dave's of America, Inc.","28.77","205519991.04","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dave",
"FARM","Farmer Brothers Company","30.11","499631459.29","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/farm",
"FFKT","Farmers Capital Bank Corporation","23","172213397","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffkt",
"FMNB","Farmers National Banc Corp.","8.5","156473202","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmnb",
"FPI","Farmland Partners Inc.","11.39","88064689.45","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpi",
"FARO","FARO Technologies, Inc.","60.32","1042009783.36","n/a","1997","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","47.31","14024613964.14","n/a","1987","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/fast",
"FATE","Fate Therapeutics, Inc.","5.27","108400732.73","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/fate",
"FBSS","Fauquier Bankshares, Inc.","19.5999","73124816.1123","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbss",
"FFG","FBL Financial Group, Inc.","55.73","1373894357.97","n/a","1996","Finance","Life Insurance","http://www.nasdaq.com/symbol/ffg",
"FBRC","FBR & Co","24.85","220674113.1","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fbrc",
"FCB","FCB Financial Holdings, Inc.","24.45","1039837521.9","n/a","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/fcb",
"AGM","Federal Agricultural Mortgage Corporation","29.25","319871886.75","n/a","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/agm",
"AGM/A","Federal Agricultural Mortgage Corporation","21.7","0","n/a","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/agm/a",
"AGM^A","Federal Agricultural Mortgage Corporation","24.9201","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^a",
"AGM^B","Federal Agricultural Mortgage Corporation","26.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^b",
"AGM^C","Federal Agricultural Mortgage Corporation","25.7601","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^c",
"FRT","Federal Realty Investment Trust","134.09","9135903283.98","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/frt",
"FSS","Federal Signal Corporation","15.23","953259879.13","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fss",
"FDML","Federal-Mogul Holdings Corporation","15.61","2341956498.84","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/fdml",
"FTT","Federated Enhanced Treasury Income Fund","13.2","113745733.2","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/ftt",
"FII","Federated Investors, Inc.","32.82","3432925953.54","n/a","1998","Finance","Investment Managers","http://www.nasdaq.com/symbol/fii",
"FNHC","Federated National Holding Company","24.89","348680127.16","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/fnhc",
"FPT","Federated Premier Intermediate Municipal Income Fund","12.72","88815161.28","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/fpt",
"FMN","Federated Premier Municipal Income Fund","14.45","89368163.6","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/fmn",
"FDX","FedEx Corporation","174.22","49347184149.38","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/fdx",
"FEIC","FEI Company","89.99","3739041484.78","n/a","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/feic",
"FCH","FelCor Lodging Trust Incorporated","10.56","1312486771.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fch",
"FCH^A","FelCor Lodging Trust Incorporated","25.21","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fch^a",
"FCH^C","FelCor Lodging Trust Incorporated","25.14","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fch^c",
"FHCO","Female Health Company (The)","4.09","117863431.85","n/a","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/fhco",
"FGP","Ferrellgas Partners, L.P.","23.22","1920703136.4","n/a","1994","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fgp",
"FOE","Ferro Corporation","13.06","1136035840.94","n/a","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/foe",
"FCAM","Fiat Chrysler Automobiles N.V.","105.4","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/fcam",
"FCAU","Fiat Chrysler Automobiles N.V.","11.65","18769583206.3","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/fcau",
"FBR","Fibria Celulose S.A.","11.78","6525350129.88","n/a","1997","Basic Industries","Paper","http://www.nasdaq.com/symbol/fbr",
"FCSC","Fibrocell Science Inc","2.68","109496264.2","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fcsc",
"FGEN","FibroGen, Inc","27.46","1555337310.76","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fgen",
"FGL","Fidelity and Guaranty Life","24.51","1432926879.99","n/a","2013","Finance","Life Insurance","http://www.nasdaq.com/symbol/fgl",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","187.21","430583000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oneq",
"FNF","Fidelity National Financial, Inc.","33.78","9387717039","n/a","2014","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fnf",
"FNFV","Fidelity National Financial, Inc.","14.64","4068566532","n/a","2014","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fnfv",
"FIS","Fidelity National Information Services, Inc.","63.07","17896183390.68","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fis",
"LION","Fidelity Southern Corporation","15.86","338259003.16","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lion",
"FMO","Fiduciary/Claymore MLP Opportunity Fund","26","854170486","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/fmo",
"FDUS","Fidus Investment Corporation","14.62","234308204.86","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/fdus",
"FPP/WS","FieldPoint Petroleum Corporation","0.33","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpp/ws",
"FPP","FieldPoint Petroleum Corporation","1.9408","15769747.208","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fpp",
"FRGI","Fiesta Restaurant Group, Inc.","56.51","1513515410.93","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/frgi",
"FSAM","Fifth Street Asset Management Inc.","12.5","610711087.5","n/a","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/fsam",
"FSC","Fifth Street Finance Corp.","8.16","1251257427.36","n/a","2008","n/a","n/a","http://www.nasdaq.com/symbol/fsc",
"FSCE","Fifth Street Finance Corp.","24.48","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsce",
"FSCFL","Fifth Street Finance Corp.","24.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fscfl",
"FSFR","Fifth Street Senior Floating Rate Corp.","10.19","300266365.92","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/fsfr",
"FITB","Fifth Third Bancorp","20.07","16537818864.33","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitb",
"FITBI","Fifth Third Bancorp","26.95","485100000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitbi",
"FNGN","Financial Engines, Inc.","38.195","1984425273.67","n/a","2010","Finance","Investment Managers","http://www.nasdaq.com/symbol/fngn",
"FISI","Financial Institutions, Inc.","25.27","356261817.24","n/a","1999","Finance","Major Banks","http://www.nasdaq.com/symbol/fisi",
"FNSR","Finisar Corporation","19.73","2040503097.39","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/fnsr",
"FNJN","Finjan Holdings, Inc.","2.19","49151378.88","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/fnjn",
"FEYE","FireEye, Inc.","33.06","4972881497.28","n/a","2013","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/feye",
"FAC","First Acceptance Corporation","2.41","98809780.69","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/fac",
"FAF","First American Corporation (The)","33.09","3549389154.63","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/faf",
"FBNC","First Bancorp","17.93","353317481.33","n/a","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/fbnc",
"FNLC","First Bancorp, Inc (ME)","17.63","189021402.51","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnlc",
"FBP","First BanCorp.","5.84","1243945982.16","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbp",
"FRBA","First Bank","5.97","47085181.05","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/frba",
"FBS^A","First Banks, Inc.","25.0399","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fbs^a",
"BUSE","First Busey Corporation","6.35","551510936.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/buse",
"FBIZ","First Business Financial Services, Inc.","44.4","176409147.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbiz",
"FCVA","First Capital Bancorp, Inc. (VA)","4.22","54288367.24","n/a","2007","Finance","Major Banks","http://www.nasdaq.com/symbol/fcva",
"FCAP","First Capital, Inc.","24","65772048","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fcap",
"FCFS","First Cash Financial Services, Inc.","55.435","1569197380.865","n/a","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fcfs",
"FCZA","First Citizens Banc Corp.","10.14","78158278.38","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcza",
"FCZAP","First Citizens Banc Corp.","32.5","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fczap",
"FCNCA","First Citizens BancShares, Inc.","251.96","2423588374.36","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcnca",
"FCLF","First Clover Leaf Financial Corp.","9.1","63766275.3","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fclf",
"FCF","First Commonwealth Financial Corporation","9.13","837427785.37","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcf",
"FCBC","First Community Bancshares, Inc.","16.11","296471025.09","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcbc",
"FCCO","First Community Corporation","10.78","71799823.48","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcco",
"FBNK","First Connecticut Bancorp, Inc.","16.6","266036895.4","n/a","2011","Finance","Banks","http://www.nasdaq.com/symbol/fbnk",
"FDEF","First Defiance Financial Corp.","32.34","302163389.22","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fdef",
"FFNM","First Federal of Northern Michigan Bancorp, Inc.","5.35","19939524.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffnm",
"FFBC","First Financial Bancorp.","18.42","1130477968.62","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbc",
"FFBCW","First Financial Bancorp.","6.6","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbcw",
"FFIN","First Financial Bankshares, Inc.","29.85","1912364965.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffin",
"THFF","First Financial Corporation Indiana","35.29","455445929.03","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/thff",
"FFNW","First Financial Northwest, Inc.","11.81","181628328.38","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/ffnw",
"FFKY","First Financial Service Corporation","3.65","18798799.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffky",
"FFWM","First Foundation Inc.","18.5","143129616","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffwm",
"FHN","First Horizon National Corporation","13.39","3149978271.96","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fhn",
"FHN^A","First Horizon National Corporation","24.43","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fhn^a",
"FR","First Industrial Realty Trust, Inc.","20.5","2266347221.5","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fr",
"INBK","First Internet Bancorp","16.7999","74584416.0425","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/inbk",
"FIBK","First Interstate BancSystem, Inc.","27.22","1243216936.84","n/a","2010","Finance","Major Banks","http://www.nasdaq.com/symbol/fibk",
"AG","First Majestic Silver Corp.","5.12","601713356.8","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ag",
"FMD","First Marblehead Corporation (The)","5.33","61438840.71","n/a","2003","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/fmd",
"FRME","First Merchants Corporation","22.58","814560945.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frme",
"FMBH","First Mid-Illinois Bancshares, Inc.","17.82","104692286.16","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbh",
"FMBI","First Midwest Bancorp, Inc.","16.66","1254415083.18","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbi",
"NBCB","First NBC Bank Holding Company","34.82","646784564.16","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/nbcb",
"FNFG","First Niagara Financial Group Inc.","8.34","2963497994.94","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnfg",
"FNFG^B","First Niagara Financial Group Inc.","27.18","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnfg^b",
"FPO","First Potomac Realty Trust","12.2","717653544.2","n/a","2003","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpo",
"FPO^A","First Potomac Realty Trust","25.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpo^a",
