"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"HEES","H&E Equipment Services, Inc.","28.42","1001337576.26","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/hees",
"HRB","H&R Block, Inc.","34.49","9490549700.44","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hrb",
"FUL","H. B. Fuller Company","44.01","2213285917.23","n/a","n/a","Basic Industries","Home Furnishings","http://www.nasdaq.com/symbol/ful",
"HAE","Haemonetics Corporation","37.78","1939499694.84","n/a","1991","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hae",
"HK","Halcon Resources Corporation","2.18","920914081.36","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hk",
"HNRG","Hallador Energy Company","11.78","339004840","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/hnrg",
"HAL","Halliburton Company","40.49","34313667263.57","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hal",
"HALL","Hallmark Financial Services, Inc.","11.47","218897012.76","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hall",
"HALO","Halozyme Therapeutics, Inc.","9.46","1186161805.18","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/halo",
"HYH","Halyard Health, Inc.","40.14","1867953073.14","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hyh",
"HBK","Hamilton Bancorp, Inc.","13","44370235","n/a","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbk",
"HBNK","Hampden Bancorp, Inc.","21","115460331","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbnk",
"HMPR","Hampton Roads Bankshares Inc","1.73","294606756.79","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hmpr",
"HBHC","Hancock Holding Company","30.5","2487849498","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbhc",
"HNH","Handy & Harman Ltd.","38.78","418060344.24","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/hnh",
"HBI","Hanesbrands Inc.","111.68","11155952855.04","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/hbi",
"HGR","Hanger, Inc.","22.38","789811371.48","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hgr",
"HAFC","Hanmi Financial Corporation","21.46","684660505.26","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hafc",
"HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","14.34","392169330.54","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hasi",
"HNSN","Hansen Medical, Inc.","0.6061","80318310.0478","n/a","2006","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hnsn",
"HSOL","Hanwha SolarOne Co., Ltd.","1.1","103764794.1","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/hsol",
