ticker,dimension,calendardate,datekey,reportperiod,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,currentratio,de,debt,debtusd,depamor,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netmargin,payables,payoutratio,pb,pe,pe1,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxexp,tbvps,workingcapital
HD,ARQ,2003-06-30,2003-06-06,2003-05-04,1000000,33747000000,,15309000000,18438000000,,9.022,-614000000,4264000000,4264000000,10275000000,1.401,0.632,1321000000,1321000000,248000000,0.007,0.06,1436000000,1684000000,0.111,1684000000,1436000000,1442000000,0.4,0.39,0.4,20678000000,,20678000000,72556539389,,,2157000000,0.941,1.0,4829000000,0.32,585000000,-6000000,19294000000,,9264000000,13069000000,10925000000,2144000000,75499539389,2076000000,12000000,-4000000,-138000000,-130000000,-575000000,2771000000,10000000,907000000,907000000,907000000,0,0.06,6397000000,0.15,3.651,,,0,32.86,,,1485000000,16740000000,15104000000,15104000000,0,,,,,3366000000,1.0,2297612276,2292000000,2297000000,,33162000000,535000000,14.469,4384000000
HD,ARQ,2003-09-30,2003-09-05,2003-08-03,24000000,34612000000,,15567000000,19045000000,,9.557,-870000000,5209000000,5209000000,12384000000,1.498,0.578,1327000000,1327000000,257000000,0.007,0.13,2064000000,2321000000,0.129,2321000000,2064000000,2065000000,0.57,0.56,0.57,21933000000,,21933000000,76039263596,,,980000000,0.427,1.0,5605000000,0.312,590000000,-1000000,19751000000,,8621000000,12679000000,10389000000,2290000000,79921263596,945000000,55000000,-2000000,-138000000,-85000000,-820000000,1850000000,0,1299000000,1299000000,1299000000,0,0.072,5875000000,0.228,3.644,,,0,33.76,,,1488000000,17901000000,17989000000,17989000000,0,,,,,3522000000,1.0,2367336007,2295000000,2302000000,,34022000000,766000000,14.824,5178000000
HD,ARQ,2003-12-31,2003-12-04,2003-11-02,105000000,35374000000,,15697000000,19677000000,,9.764,-804000000,4944000000,4944000000,11405000000,1.431,0.589,1355000000,1355000000,281000000,0.007,0.07,1823000000,2104000000,0.127,2104000000,1823000000,1823000000,0.5,0.5,0.5,22261000000,,22261000000,75725017872,,,716000000,0.314,1.0,5193000000,0.313,631000000,0,20182000000,,9002000000,13113000000,10972000000,2141000000,79314017872,-265000000,-845000000,-1000000,-160000000,-1006000000,-795000000,1520000000,16000000,1147000000,1147000000,1147000000,0,0.069,6380000000,0.14,3.563,,,0,34.86,,,1528000000,18888000000,16598000000,16598000000,0,,,,,3350000000,1.0,2275215659,2280000000,2287000000,,34743000000,676000000,15.238,4725000000
HD,ARQ,2004-03-31,2004-04-12,2004-02-01,90000000,34437000000,,13328000000,21109000000,,9.893,-1553000000,2826000000,2826000000,10172000000,1.395,0.537,1365000000,1365000000,290000000,0.007,0.07,1517000000,1807000000,0.119,1807000000,1517000000,1513000000,0.42,0.42,0.42,22407000000,,22407000000,80278963091,11,10.141,-1149000000,-0.507,1.0,4953000000,0.327,833000000,4000000,22589000000,,9076000000,12030000000,9554000000,2476000000,81739963091,-2118000000,-549000000,-2000000,-159000000,-710000000,-1806000000,404000000,-6000000,951000000,951000000,951000000,0,0.063,5159000000,0.167,3.648,18.992,19.394,0,36.46,1.261,1.284,1181000000,19680000000,15125000000,15125000000,0,,,,,3410000000,1.0,2241907929,2265000000,2271000000,28.391,33604000000,562000000,14.836,3774000000
HD,ARQ,2004-06-30,2004-06-04,2004-05-02,32000000,37948000000,,16289000000,21659000000,,10.001,-647000000,4298000000,4298000000,11782000000,1.281,0.692,1635000000,1635000000,312000000,0.008,0.07,1746000000,2058000000,0.117,2058000000,1746000000,1742000000,0.49,0.49,0.49,22422000000,,22422000000,75867548927,10,9.152,2495000000,1.113,1.0,5768000000,0.329,824000000,4000000,21749000000,,10110000000,15526000000,12712000000,2814000000,78530548927,1483000000,-887000000,-2000000,-157000000,-1046000000,-613000000,3142000000,-11000000,1098000000,1098000000,1098000000,0,0.063,7368000000,0.143,3.502,17.471,17.843,0,35.33,1.168,1.178,1874000000,20621000000,17550000000,17550000000,0,,,,,4022000000,1.0,2222772401,2242000000,2250000000,30.001,37124000000,644000000,16.558,3577000000
HD,ARQ,2004-09-30,2004-09-02,2004-08-01,81000000,38331000000,,15467000000,22864000000,,10.172,-832000000,3672000000,3672000000,13299000000,1.196,0.707,1634000000,1634000000,324000000,0.008,0.17,2457000000,2781000000,0.139,2781000000,2457000000,2454000000,0.7,0.7,0.7,22450000000,,22450000000,81235302851,10,9.284,1758000000,0.797,1.0,6661000000,0.334,1355000000,3000000,22011000000,,9857000000,15881000000,12927000000,2954000000,83273302851,-636000000,-1467000000,-3000000,-189000000,-1659000000,-1567000000,2590000000,10000000,1545000000,1545000000,1545000000,0,0.077,7603000000,0.243,3.709,17.565,17.976,0,37.93,1.203,1.209,1909000000,21977000000,19960000000,19960000000,0,,,,,4204000000,1.0,2195446951,2207000000,2214000000,31.37,36976000000,909000000,16.754,2540000000
HD,ARQ,2004-12-31,2004-12-02,2004-10-31,236000000,39631000000,,15727000000,23904000000,,10.838,-1228000000,3375000000,3375000000,12520000000,1.332,0.669,2163000000,2163000000,335000000,0.008,0.09,2056000000,2391000000,0.127,2391000000,2056000000,2060000000,0.6,0.6,0.6,23747000000,,23747000000,91347491827,11,10.108,-585000000,-0.267,1.0,6252000000,0.333,1388000000,-4000000,25220000000,,10203000000,15884000000,11811000000,4073000000,92559491827,-326000000,-33000000,493000000,-186000000,274000000,-1243000000,643000000,29000000,1317000000,1317000000,1317000000,0,0.07,7159000000,0.15,3.898,18.847,19.072,0,42.15,1.296,1.293,2178000000,23108000000,18772000000,18772000000,0,,,,,4196000000,1.0,2195954729,2191000000,2199000000,32.591,38243000000,743000000,17.455,3916000000
HD,ARQ,2005-03-31,2005-04-11,2005-01-30,227000000,38907000000,,14190000000,24717000000,,11.036,-1145000000,506000000,506000000,11063000000,1.348,0.611,2159000000,2159000000,348000000,0.01,0.1,1639000000,1987000000,0.118,1987000000,1639000000,1656000000,0.48,0.48,0.48,24158000000,,24158000000,83121539006,10,9.018,-616000000,-0.281,1.0,5749000000,0.342,1394000000,-17000000,28637000000,,10076000000,14749000000,10529000000,4220000000,81468539006,-1151000000,-434000000,-3000000,-187000000,-624000000,-1056000000,529000000,5000000,1041000000,1041000000,1041000000,0,0.062,5766000000,0.208,3.372,16.29,16.626,0,37.74,1.115,1.14,1868000000,23962000000,16812000000,16812000000,0,,,,,4082000000,1.0,2158678829,2189000000,2201000000,33.119,37513000000,615000000,17.137,3661000000
HD,ARQ,2005-06-30,2005-06-02,2005-05-01,194000000,41957000000,,16839000000,25118000000,,11.018,-784000000,683000000,683000000,12618000000,1.223,0.761,2159000000,2159000000,361000000,0.009,0.1,1999000000,2360000000,0.124,2360000000,1999000000,1986000000,0.58,0.57,0.58,23821000000,,23821000000,88059481823,10,9.251,2572000000,1.19,1.0,6355000000,0.335,1476000000,13000000,28188000000,,11305000000,18136000000,13769000000,4367000000,86583481823,181000000,-1383000000,-3000000,-217000000,-1603000000,-1572000000,3356000000,-4000000,1247000000,1247000000,1247000000,0,0.066,8035000000,0.172,3.635,16.812,17.093,0,40.34,1.162,1.17,2333000000,24992000000,18973000000,18973000000,0,,,,,4019000000,1.0,2146343129,2162000000,2172000000,34.467,40481000000,739000000,18.724,3070000000
HD,ARQ,2005-09-30,2005-09-01,2005-07-31,263000000,42689000000,,16404000000,26285000000,,11.747,-953000000,736000000,736000000,14896000000,1.233,0.698,2182000000,2182000000,368000000,0.01,0.2,2843000000,3211000000,0.144,3211000000,2843000000,2823000000,0.83,0.82,0.83,25139000000,,25139000000,88364743836,10,8.882,637000000,0.298,1.0,7409000000,0.332,1994000000,20000000,28841000000,,11252000000,17550000000,13300000000,4250000000,86918743836,57000000,-382000000,-3000000,-214000000,-599000000,-934000000,1590000000,-4000000,1768000000,1768000000,1768000000,0,0.079,7705000000,0.241,3.458,16.177,16.309,0,40.61,1.131,1.131,2538000000,26546000000,22305000000,22305000000,0,,,,,4219000000,1.0,2140328585,2140000000,2150000000,35.917,40695000000,1055000000,19.016,3104000000
